created_at,entry_id,field1,field2,field3,field3 percentage,status
2020-10-02 07:48:02 UTC,1419,31,81,361,64.7,0
2020-10-02 07:48:20 UTC,1420,31,80,361,64.7,0
2020-10-02 07:48:37 UTC,1421,31,79,366,64.2,0
2020-10-02 07:48:54 UTC,1422,31,80,365,64.3,0
2020-10-02 07:49:11 UTC,1423,31,80,360,64.8,0
2020-10-02 07:49:28 UTC,1424,31,84,366,64.2,0
2020-10-02 07:49:46 UTC,1425,31,82,366,64.2,0
2020-10-02 07:50:03 UTC,1426,31,79,361,64.7,0
2020-10-02 07:50:20 UTC,1427,31,83,361,64.7,0
2020-10-02 07:50:37 UTC,1428,31,82,361,64.7,0
2020-10-02 07:50:54 UTC,1429,31,83,361,64.7,0
2020-10-02 07:51:12 UTC,1430,31.1,83,366,64.2,0
2020-10-02 07:51:29 UTC,1431,31.1,84,361,64.7,0
2020-10-02 07:51:46 UTC,1432,31.1,81,361,64.7,0
2020-10-02 07:52:03 UTC,1433,31.1,81,361,64.7,0
2020-10-02 07:52:20 UTC,1434,31.1,83,366,64.2,0
2020-10-02 07:52:37 UTC,1435,31.1,82,366,64.2,0
2020-10-02 07:52:55 UTC,1436,31.1,81,366,64.2,0
2020-10-02 07:53:12 UTC,1437,31.1,80,361,64.7,0
2020-10-02 07:53:29 UTC,1438,31.1,80,366,64.2,0
2020-10-02 07:53:47 UTC,1439,31.1,81,361,64.7,0
2020-10-02 07:54:04 UTC,1440,31.1,84,361,64.7,0
2020-10-02 07:54:21 UTC,1441,31.1,80,366,64.2,0
2020-10-02 07:54:38 UTC,1442,31.1,81,366,64.2,0
2020-10-02 07:54:55 UTC,1443,31.1,79,361,64.7,0
2020-10-02 07:55:12 UTC,1444,31.1,80,361,64.7,0
2020-10-02 07:55:30 UTC,1445,31.1,79,361,64.7,0
2020-10-02 07:55:47 UTC,1446,31.1,80,361,64.7,0
2020-10-02 07:56:04 UTC,1447,31.1,81,361,64.7,0
2020-10-02 07:56:21 UTC,1448,31.1,82,361,64.7,0
2020-10-02 07:56:39 UTC,1449,31.1,80,366,64.2,0
2020-10-02 07:56:56 UTC,1450,31.1,81,361,64.7,0
2020-10-02 07:57:13 UTC,1451,31.1,79,366,64.2,0
2020-10-02 07:57:30 UTC,1452,31.1,81,361,64.7,0
2020-10-02 07:57:47 UTC,1453,31.1,78,361,64.7,0
2020-10-02 07:58:04 UTC,1454,31.1,79,366,64.2,0
2020-10-02 07:58:21 UTC,1455,31.1,80,361,64.7,0
2020-10-02 07:58:39 UTC,1456,31.1,80,361,64.7,0
2020-10-02 07:58:56 UTC,1457,31,82,362,64.6,0
2020-10-02 07:59:13 UTC,1458,31,81,363,64.5,0
2020-10-02 07:59:30 UTC,1459,31,79,363,64.5,0
2020-10-02 07:59:47 UTC,1460,31,80,368,64,0
2020-10-02 08:00:05 UTC,1461,31,81,368,64,0
2020-10-02 08:00:22 UTC,1462,31,80,364,64.4,0
2020-10-02 08:00:39 UTC,1463,31,80,364,64.4,0
2020-10-02 08:00:56 UTC,1464,31,80,364,64.4,0
2020-10-02 08:01:13 UTC,1465,31,80,364,64.4,0
2020-10-02 08:01:30 UTC,1466,31,81,364,64.4,0
2020-10-02 08:01:48 UTC,1467,31,80,369,63.9,0
2020-10-02 08:02:05 UTC,1468,30.9,77,369,63.9,0
2020-10-02 08:02:22 UTC,1469,30.9,78,369,63.9,0
2020-10-02 08:02:39 UTC,1470,30.9,79,369,63.9,0
2020-10-02 08:02:56 UTC,1471,30.9,79,364,64.4,0
2020-10-02 08:03:13 UTC,1472,30.9,81,365,64.3,0
2020-10-02 08:03:31 UTC,1473,30.9,80,365,64.3,0
2020-10-02 08:03:48 UTC,1474,31,84,365,64.3,0
2020-10-02 08:04:05 UTC,1475,31,82,365,64.3,0
2020-10-02 08:07:23 UTC,1476,31,80,330,67.7,0
2020-10-02 08:07:40 UTC,1477,31,80,350,65.8,0
2020-10-02 08:07:58 UTC,1478,31,80,353,65.5,0
2020-10-02 08:08:15 UTC,1479,30.9,81,355,65.3,0
2020-10-02 08:08:32 UTC,1480,30.9,78,357,65.1,0
2020-10-02 08:08:49 UTC,1481,31,80,364,64.4,0
2020-10-02 08:09:07 UTC,1482,31,78,365,64.3,0
2020-10-02 08:09:24 UTC,1483,31.1,78,366,64.2,0
2020-10-02 08:09:41 UTC,1484,31.1,81,366,64.2,0
2020-10-02 08:09:59 UTC,1485,31.1,79,362,64.6,0
2020-10-02 08:10:16 UTC,1486,31,79,363,64.5,0
2020-10-02 08:10:33 UTC,1487,31.1,78,369,63.9,0
2020-10-02 08:10:50 UTC,1488,31.1,78,366,64.2,0
2020-10-02 08:11:08 UTC,1489,31.1,78,374,63.4,0
2020-10-02 08:11:25 UTC,1490,31.1,79,367,64.1,0
2020-10-02 08:11:42 UTC,1491,31.1,78,368,64,0
2020-10-02 08:11:59 UTC,1492,31.1,78,375,63.3,0
2020-10-02 08:12:16 UTC,1493,31.1,79,375,63.3,0
2020-10-02 08:12:34 UTC,1494,31.1,81,375,63.3,0
2020-10-02 08:12:51 UTC,1495,31.1,80,368,64,0
2020-10-02 08:13:08 UTC,1496,31.1,82,368,64,0
2020-10-02 08:13:25 UTC,1497,31.1,79,368,64,0
2020-10-02 08:13:42 UTC,1498,31.1,80,368,64,0
2020-10-02 08:14:00 UTC,1499,31.1,81,368,64,0
2020-10-02 08:14:17 UTC,1500,31.1,82,368,64,0
2020-10-02 08:14:34 UTC,1501,31.1,80,368,64,0
2020-10-02 08:14:51 UTC,1502,31.1,82,368,64,0
2020-10-02 08:15:09 UTC,1503,31.1,83,376,63.2,0
2020-10-02 08:15:26 UTC,1504,31.1,80,369,63.9,0
2020-10-02 08:15:43 UTC,1505,31.1,80,369,63.9,0
2020-10-02 08:16:00 UTC,1506,31.1,79,369,63.9,0
2020-10-02 08:16:17 UTC,1507,31.2,83,376,63.2,0
2020-10-02 08:16:35 UTC,1508,31.2,81,369,63.9,0
2020-10-02 08:16:52 UTC,1509,31.2,82,376,63.2,0
2020-10-02 08:17:09 UTC,1510,31.2,82,376,63.2,0
2020-10-02 08:17:27 UTC,1511,31.2,80,369,63.9,0
2020-10-02 08:18:01 UTC,1512,31.1,78,376,63.2,0
2020-10-02 08:18:18 UTC,1513,31.1,78,369,63.9,0
2020-10-02 08:18:35 UTC,1514,31.1,78,369,63.9,0
2020-10-02 08:18:53 UTC,1515,31.1,78,370,63.8,0
2020-10-02 08:19:10 UTC,1516,31.1,79,377,63.1,0
2020-10-02 08:19:27 UTC,1517,31.1,79,377,63.1,0
2020-10-02 08:19:44 UTC,1518,31.1,79,373,63.5,0
2020-10-02 08:20:01 UTC,1519,31.1,79,377,63.1,0
2020-10-02 08:20:19 UTC,1520,31.1,79,378,63,0
2020-10-02 08:20:36 UTC,1521,31,78,378,63,0
2020-10-02 08:20:53 UTC,1522,31,79,378,63,0
2020-10-02 08:21:10 UTC,1523,31,78,379,63,0
2020-10-02 08:21:27 UTC,1524,31,78,375,63.3,0
2020-10-02 08:21:45 UTC,1525,31,81,375,63.3,0
2020-10-02 08:22:02 UTC,1526,31,79,375,63.3,0
2020-10-02 08:22:19 UTC,1527,30.9,78,375,63.3,0
2020-10-02 08:22:36 UTC,1528,30.9,78,376,63.2,0
2020-10-02 08:22:53 UTC,1529,30.9,77,377,63.1,0
2020-10-02 08:23:11 UTC,1530,30.9,78,377,63.1,0
2020-10-02 08:23:28 UTC,1531,30.8,78,377,63.1,0
2020-10-02 08:23:45 UTC,1532,30.8,77,377,63.1,0
2020-10-02 08:24:02 UTC,1533,30.8,77,377,63.1,0
2020-10-02 08:24:19 UTC,1534,30.8,77,378,63,0
2020-10-02 08:24:37 UTC,1535,30.8,78,384,62.5,0
2020-10-02 08:24:54 UTC,1536,30.8,77,384,62.5,0
2020-10-02 08:25:11 UTC,1537,30.8,79,386,62.3,0
2020-10-02 08:25:28 UTC,1538,30.8,80,379,63,0
2020-10-02 08:25:45 UTC,1539,30.8,79,380,62.9,0
2020-10-02 08:26:03 UTC,1540,30.9,78,387,62.2,0
2020-10-02 08:26:20 UTC,1541,30.9,78,381,62.8,0
2020-10-02 08:26:37 UTC,1542,30.9,79,381,62.8,0
2020-10-02 08:26:54 UTC,1543,31,79,388,62.1,0
2020-10-02 08:27:12 UTC,1544,30.9,77,382,62.7,0
2020-10-02 08:27:29 UTC,1545,31,78,388,62.1,0
2020-10-02 08:27:46 UTC,1546,30.9,77,384,62.5,0
2020-10-02 08:28:03 UTC,1547,30.9,77,389,62,0
2020-10-02 08:28:20 UTC,1548,30.9,78,389,62,0
2020-10-02 08:28:37 UTC,1549,30.9,78,386,62.3,0
2020-10-02 08:28:55 UTC,1550,30.9,77,386,62.3,0
2020-10-02 08:29:12 UTC,1551,31,80,392,61.7,0
2020-10-02 08:29:29 UTC,1552,31,81,388,62.1,0
2020-10-02 08:29:46 UTC,1553,31.1,79,389,62,0
2020-10-02 08:30:03 UTC,1554,31.1,81,391,61.8,0
2020-10-02 08:30:21 UTC,1555,31.1,80,391,61.8,0
2020-10-02 08:30:38 UTC,1556,31.1,80,392,61.7,0
2020-10-02 08:30:55 UTC,1557,31.2,79,392,61.7,0
2020-10-02 08:31:12 UTC,1558,31.2,78,392,61.7,0
2020-10-02 08:31:29 UTC,1559,31.2,79,393,61.6,0
2020-10-02 08:31:47 UTC,1560,31.2,78,393,61.6,0
2020-10-02 08:32:04 UTC,1561,31.1,78,394,61.5,0
2020-10-02 08:32:21 UTC,1562,31.1,77,394,61.5,0
2020-10-02 08:32:38 UTC,1563,31,78,396,61.3,0
2020-10-02 08:32:55 UTC,1564,31,79,402,60.7,0
2020-10-02 08:33:13 UTC,1565,31.1,79,398,61.1,0
2020-10-02 08:33:30 UTC,1566,31.1,79,399,61,0
2020-10-02 08:33:47 UTC,1567,31.1,79,401,60.8,0
2020-10-02 08:34:04 UTC,1568,31.2,79,402,60.7,0
2020-10-02 08:34:21 UTC,1569,31.2,79,408,60.1,0
2020-10-02 08:34:38 UTC,1570,31.2,78,404,60.5,0
2020-10-02 08:34:56 UTC,1571,31.2,80,412,59.7,0
2020-10-02 08:35:13 UTC,1572,31.2,79,413,59.6,0
2020-10-02 08:35:30 UTC,1573,31.2,79,410,59.9,0
2020-10-02 08:35:47 UTC,1574,31.2,79,412,59.7,0
2020-10-02 08:36:04 UTC,1575,31.2,81,413,59.6,0
2020-10-02 08:36:22 UTC,1576,31.2,80,414,59.5,0
2020-10-02 08:36:39 UTC,1577,31.2,79,415,59.4,0
2020-10-02 08:36:56 UTC,1578,31.2,78,424,58.6,0
2020-10-02 08:37:13 UTC,1579,31.2,78,426,58.4,0
2020-10-02 08:37:30 UTC,1580,31.2,79,417,59.2,0
2020-10-02 08:37:47 UTC,1581,31.2,81,422,58.7,0
2020-10-02 08:38:05 UTC,1582,31.2,80,423,58.7,0
2020-10-02 08:38:22 UTC,1583,31.2,80,429,58.1,0
2020-10-02 08:38:39 UTC,1584,31.2,79,429,58.1,0
2020-10-02 08:38:56 UTC,1585,31.2,79,426,58.4,0
2020-10-02 08:39:13 UTC,1586,31.2,80,426,58.4,0
2020-10-02 08:39:31 UTC,1587,31.2,80,427,58.3,0
2020-10-02 08:39:48 UTC,1588,31.2,79,427,58.3,0
2020-10-02 08:40:05 UTC,1589,31.2,79,427,58.3,0
2020-10-02 08:40:22 UTC,1590,31.2,79,434,57.6,0
2020-10-02 08:40:40 UTC,1591,31.2,79,434,57.6,0
2020-10-02 08:40:57 UTC,1592,31.2,80,434,57.6,0
2020-10-02 08:41:14 UTC,1593,31.2,78,428,58.2,0
2020-10-02 08:41:31 UTC,1594,31.2,77,429,58.1,0
2020-10-02 08:41:48 UTC,1595,31.1,79,429,58.1,0
2020-10-02 08:42:06 UTC,1596,31.1,80,430,58,0
2020-10-02 08:42:23 UTC,1597,31.1,79,436,57.4,0
2020-10-02 08:42:40 UTC,1598,31.1,79,437,57.3,0
2020-10-02 08:42:57 UTC,1599,31,78,437,57.3,0
2020-10-02 08:43:15 UTC,1600,31,79,432,57.8,0
2020-10-02 08:43:32 UTC,1601,30.9,78,433,57.7,0
2020-10-02 08:43:49 UTC,1602,30.9,78,434,57.6,0
2020-10-02 08:44:06 UTC,1603,30.9,81,434,57.6,0
2020-10-02 08:44:23 UTC,1604,30.9,79,440,57,0
2020-10-02 08:44:41 UTC,1605,30.8,78,437,57.3,0
2020-10-02 08:44:58 UTC,1606,30.8,79,441,56.9,0
2020-10-02 08:45:15 UTC,1607,30.8,81,437,57.3,0
2020-10-02 08:45:32 UTC,1608,30.8,79,438,57.2,0
2020-10-02 08:45:49 UTC,1609,30.8,77,438,57.2,0
2020-10-02 08:46:07 UTC,1610,30.8,79,439,57.1,0
2020-10-02 08:46:24 UTC,1611,30.8,83,439,57.1,0
2020-10-02 08:46:41 UTC,1612,30.8,79,439,57.1,0
2020-10-02 08:46:58 UTC,1613,30.8,78,446,56.4,0
2020-10-02 08:47:15 UTC,1614,30.8,79,446,56.4,0
2020-10-02 08:47:33 UTC,1615,30.8,78,446,56.4,0
2020-10-02 08:47:50 UTC,1616,30.8,79,447,56.3,0
2020-10-02 08:48:07 UTC,1617,30.8,80,440,57,0
2020-10-02 08:48:24 UTC,1618,30.8,78,441,56.9,0
2020-10-02 08:48:41 UTC,1619,30.9,80,441,56.9,0
2020-10-02 08:48:59 UTC,1620,30.9,80,441,56.9,0
2020-10-02 08:49:16 UTC,1621,30.9,79,441,56.9,0
2020-10-02 08:49:33 UTC,1622,30.9,80,440,57,0
2020-10-02 08:49:50 UTC,1623,30.9,80,448,56.2,0
2020-10-02 08:50:07 UTC,1624,30.9,79,441,56.9,0
2020-10-02 08:50:24 UTC,1625,30.9,77,440,57,0
2020-10-02 08:50:42 UTC,1626,30.9,79,441,56.9,0
2020-10-02 08:50:59 UTC,1627,30.9,77,442,56.8,0
2020-10-02 08:51:16 UTC,1628,30.8,78,442,56.8,0
2020-10-02 08:51:33 UTC,1629,30.8,78,449,56.1,0
2020-10-02 08:51:51 UTC,1630,30.8,81,444,56.6,0
2020-10-02 08:52:08 UTC,1631,30.8,81,448,56.2,0
2020-10-02 08:52:25 UTC,1632,30.9,79,448,56.2,0
2020-10-02 08:52:42 UTC,1633,30.8,79,441,56.9,0
2020-10-02 08:53:00 UTC,1634,30.8,81,447,56.3,0
2020-10-02 08:53:17 UTC,1635,30.8,79,440,57,0
2020-10-02 08:53:34 UTC,1636,30.8,78,440,57,0
2020-10-02 08:53:51 UTC,1637,30.8,78,447,56.3,0
2020-10-02 08:54:08 UTC,1638,30.8,78,441,56.9,0
2020-10-02 08:54:26 UTC,1639,30.7,78,441,56.9,0
2020-10-02 08:54:43 UTC,1640,30.7,78,441,56.9,0
2020-10-02 08:55:00 UTC,1641,30.7,79,441,56.9,0
2020-10-02 08:55:17 UTC,1642,30.7,80,442,56.8,0
2020-10-02 08:55:35 UTC,1643,30.7,79,442,56.8,0
2020-10-02 08:55:52 UTC,1644,30.7,79,448,56.2,0
2020-10-02 08:56:09 UTC,1645,30.7,78,446,56.4,0
2020-10-02 08:56:26 UTC,1646,30.7,81,449,56.1,0
2020-10-02 08:56:43 UTC,1647,30.6,81,449,56.1,0
2020-10-02 08:57:00 UTC,1648,30.6,80,446,56.4,0
2020-10-02 08:57:18 UTC,1649,30.7,79,446,56.4,0
2020-10-02 08:57:35 UTC,1650,30.7,79,446,56.4,0
2020-10-02 08:57:52 UTC,1651,30.7,79,446,56.4,0
2020-10-02 08:58:09 UTC,1652,30.7,79,446,56.4,0
2020-10-02 08:58:27 UTC,1653,30.7,78,446,56.4,0
2020-10-02 08:58:44 UTC,1654,30.6,78,450,56,0
2020-10-02 08:59:01 UTC,1655,30.6,79,450,56,0
2020-10-02 08:59:18 UTC,1656,30.6,79,447,56.3,0
2020-10-02 08:59:35 UTC,1657,30.6,78,451,55.9,0
2020-10-02 08:59:53 UTC,1658,30.6,80,448,56.2,0
2020-10-02 09:00:10 UTC,1659,30.5,79,447,56.3,0
2020-10-02 09:00:27 UTC,1660,30.5,79,447,56.3,0
2020-10-02 09:00:44 UTC,1661,30.5,81,451,55.9,0
2020-10-02 09:01:01 UTC,1662,30.5,79,452,55.8,0
2020-10-02 09:01:19 UTC,1663,30.5,79,451,55.9,0
2020-10-02 09:01:36 UTC,1664,30.5,80,451,55.9,0
2020-10-02 09:01:53 UTC,1665,30.5,80,447,56.3,0
2020-10-02 09:02:11 UTC,1666,30.5,82,448,56.2,0
2020-10-02 09:02:28 UTC,1667,30.5,81,448,56.2,0
2020-10-02 09:02:45 UTC,1668,30.5,81,448,56.2,0
2020-10-02 09:03:02 UTC,1669,30.6,81,452,55.8,0
2020-10-02 09:03:19 UTC,1670,30.6,80,448,56.2,0
2020-10-02 09:03:36 UTC,1671,30.6,79,448,56.2,0
2020-10-02 09:03:54 UTC,1672,30.6,79,448,56.2,0
2020-10-02 09:04:11 UTC,1673,30.6,78,448,56.2,0
2020-10-02 09:04:28 UTC,1674,30.6,79,448,56.2,0
2020-10-02 09:04:45 UTC,1675,30.6,80,452,55.8,0
2020-10-02 09:05:02 UTC,1676,30.6,81,452,55.8,0
2020-10-02 09:05:20 UTC,1677,30.7,79,452,55.8,0
2020-10-02 09:05:37 UTC,1678,30.6,81,448,56.2,0
2020-10-02 09:05:54 UTC,1679,30.6,81,448,56.2,0
2020-10-02 09:06:11 UTC,1680,30.6,80,448,56.2,0
2020-10-02 09:06:28 UTC,1681,30.6,80,452,55.8,0
2020-10-02 09:06:46 UTC,1682,30.6,81,448,56.2,0
2020-10-02 09:07:03 UTC,1683,30.7,81,452,55.8,0
2020-10-02 09:07:20 UTC,1684,30.7,79,452,55.8,0
2020-10-02 09:07:37 UTC,1685,30.7,81,452,55.8,0
2020-10-02 09:07:54 UTC,1686,30.7,80,448,56.2,0
2020-10-02 09:08:12 UTC,1687,30.8,79,452,55.8,0
2020-10-02 09:08:29 UTC,1688,30.8,80,448,56.2,0
2020-10-02 09:08:46 UTC,1689,30.8,80,448,56.2,0
2020-10-02 09:09:03 UTC,1690,30.8,79,452,55.8,0
2020-10-02 09:09:21 UTC,1691,30.8,79,448,56.2,0
2020-10-02 09:09:38 UTC,1692,30.8,80,452,55.8,0
2020-10-02 09:09:55 UTC,1693,30.8,82,452,55.8,0
2020-10-02 09:10:12 UTC,1694,30.9,83,448,56.2,0
2020-10-02 09:10:30 UTC,1695,30.9,81,448,56.2,0
2020-10-02 09:10:47 UTC,1696,31,81,447,56.3,0
2020-10-02 09:11:04 UTC,1697,31,80,447,56.3,0
2020-10-02 09:11:21 UTC,1698,31.1,79,451,55.9,0
2020-10-02 09:11:39 UTC,1699,31.1,80,447,56.3,0
2020-10-02 09:11:56 UTC,1700,31.1,80,447,56.3,0
2020-10-02 09:12:13 UTC,1701,31,80,451,55.9,0
2020-10-02 09:12:30 UTC,1702,31.1,81,447,56.3,0
2020-10-02 09:12:48 UTC,1703,31.1,79,451,55.9,0
2020-10-02 09:13:05 UTC,1704,31.1,81,447,56.3,0
2020-10-02 09:13:22 UTC,1705,31,79,447,56.3,0
2020-10-02 09:13:39 UTC,1706,31,79,451,55.9,0
2020-10-02 09:13:57 UTC,1707,31,78,447,56.3,0
2020-10-02 09:14:14 UTC,1708,31.1,79,447,56.3,0
2020-10-02 09:14:31 UTC,1709,31.1,79,447,56.3,0
2020-10-02 09:14:48 UTC,1710,31.1,79,447,56.3,0
2020-10-02 09:15:05 UTC,1711,31.1,80,447,56.3,0
2020-10-02 09:15:23 UTC,1712,31.1,79,451,55.9,0
2020-10-02 09:15:40 UTC,1713,31.2,82,450,56,0
2020-10-02 09:15:57 UTC,1714,31.2,83,447,56.3,0
2020-10-02 09:26:09 UTC,1715,31.2,79,330,67.7,0
2020-10-02 09:26:26 UTC,1716,31.1,81,373,63.5,0
2020-10-02 09:26:44 UTC,1717,31.1,84,337,67.1,0
2020-10-02 09:27:01 UTC,1718,31.1,82,353,65.5,0
2020-10-02 09:27:18 UTC,1719,31.2,81,374,63.4,0
2020-10-02 09:27:35 UTC,1720,31.2,81,393,61.6,0
2020-10-02 09:27:53 UTC,1721,31.3,82,416,59.3,0
2020-10-02 09:28:10 UTC,1722,31.3,81,433,57.7,0
2020-10-02 09:28:27 UTC,1723,31.3,79,438,57.2,0
2020-10-02 09:28:44 UTC,1724,31.3,81,441,56.9,0
2020-10-02 09:29:01 UTC,1725,31.3,79,446,56.4,0
2020-10-02 09:29:19 UTC,1726,31.3,80,448,56.2,0
2020-10-02 09:29:36 UTC,1727,31.4,79,450,56,0
2020-10-02 09:29:53 UTC,1728,31.5,79,452,55.8,0
2020-10-02 09:30:10 UTC,1729,31.5,78,453,55.7,0
2020-10-02 09:30:27 UTC,1730,31.5,80,454,55.6,0
2020-10-02 09:30:45 UTC,1731,31.5,78,460,55,0
2020-10-02 09:31:02 UTC,1732,31.5,79,456,55.4,0
2020-10-02 09:31:19 UTC,1733,31.6,79,456,55.4,0
2020-10-02 09:31:36 UTC,1734,31.6,78,461,54.9,0
2020-10-02 09:31:53 UTC,1735,31.6,78,456,55.4,0
2020-10-02 09:32:11 UTC,1736,31.6,77,456,55.4,0
2020-10-02 09:32:28 UTC,1737,31.6,78,460,55,0
2020-10-02 09:32:45 UTC,1738,31.6,77,456,55.4,0
2020-10-02 09:33:02 UTC,1739,31.5,76,461,54.9,0
2020-10-02 09:33:19 UTC,1740,31.4,77,456,55.4,0
2020-10-02 09:33:36 UTC,1741,31.4,78,456,55.4,0
2020-10-02 09:33:53 UTC,1742,31.4,77,461,54.9,0
2020-10-02 09:34:11 UTC,1743,31.4,77,461,54.9,0
2020-10-02 09:34:29 UTC,1744,31.5,78,461,54.9,0
2020-10-02 09:34:46 UTC,1745,31.5,77,462,54.8,0
2020-10-02 09:35:03 UTC,1746,31.5,77,457,55.3,0
2020-10-02 09:35:20 UTC,1747,31.4,76,462,54.8,0
2020-10-02 09:35:37 UTC,1748,31.4,76,462,54.8,0
2020-10-02 09:35:55 UTC,1749,31.4,77,458,55.2,0
2020-10-02 09:36:12 UTC,1750,31.4,78,459,55.1,0
2020-10-02 09:36:29 UTC,1751,31.4,78,459,55.1,0
2020-10-02 09:36:46 UTC,1752,31.4,77,459,55.1,0
2020-10-02 09:37:03 UTC,1753,31.5,80,459,55.1,0
2020-10-02 09:37:21 UTC,1754,31.5,78,464,54.6,0
2020-10-02 09:37:38 UTC,1755,31.5,76,464,54.6,0
2020-10-02 09:37:55 UTC,1756,31.5,79,464,54.6,0
