Temperature,Humidity,Soil Moisture,Soil Moisture Percentage,status
28.6,88,568,44.5,0
28.6,84,564,44.9,0
28.6,86,561,45.2,0
28.7,86,562,45.1,0
28.7,84,562,45.1,0
28.6,85,561,45.2,0
28.6,87,566,44.7,0
28.7,87,560,45.3,0
28.7,86,559,45.4,0
28.7,86,562,45.1,0
28.7,86,562,45.1,0
28.8,85,561,45.2,0
28.8,84,566,44.7,0
28.8,87,566,44.7,0
28.8,85,566,44.7,0
28.8,83,566,44.7,0
28.8,85,566,44.7,0
28.8,87,560,45.3,0
28.8,87,557,45.6,0
28.8,86,559,45.4,0
28.8,85,558,45.5,0
28.8,87,559,45.4,0
28.8,85,559,45.4,0
28.8,84,557,45.6,0
28.8,83,557,45.6,0
28.9,85,562,45.1,0
28.9,84,559,45.4,0
28.9,83,564,44.9,0
28.9,87,562,45.1,0
28.9,84,562,45.1,0
28.9,85,557,45.6,0
28.9,83,561,45.2,0
28.9,83,557,45.6,0
28.9,85,561,45.2,0
28.9,83,559,45.4,0
28.9,84,556,45.7,0
28.9,83,556,45.7,0
28.9,82,554,45.9,0
28.9,81,554,45.9,0
28.9,83,555,45.8,0
28.9,82,554,45.9,0
28.9,81,554,45.9,0
28.9,82,559,45.4,0
28.9,83,560,45.3,0
28.9,83,558,45.5,0
28.9,83,553,46.0,0
28.9,83,554,45.9,0
28.9,81,557,45.6,0
28.9,82,555,45.8,0
28.9,82,556,45.7,0
28.9,81,549,46.4,0
28.9,81,549,46.4,0
28.9,83,552,46.1,0
28.9,84,555,45.8,0
28.9,84,554,45.9,0
28.9,86,552,46.1,0
28.9,83,549,46.4,0
28.9,85,549,46.4,0
28.9,87,549,46.4,0
28.9,85,547,46.6,0
28.9,82,547,46.6,0
28.9,82,546,46.7,0
28.9,84,553,46.0,0
28.9,83,549,46.4,0
28.9,85,545,46.8,0
28.9,83,545,46.8,0
28.9,84,546,46.7,0
28.9,85,545,46.8,0
28.9,84,552,46.1,0
28.9,83,544,46.9,0
28.9,83,543,47.0,0
28.9,84,547,46.6,0
28.9,84,543,47.0,0
28.9,83,543,47.0,0
29,84,543,47.0,0
29,86,545,46.8,0
29,85,543,47.0,0
29,84,546,46.7,0
29,83,543,47.0,0
29,85,542,47.1,0
29.1,84,541,47.2,0
29.1,86,541,47.2,0
29.1,87,542,47.1,0
29.1,85,543,47.0,0
29.1,84,541,47.2,0
29.1,84,543,47.0,0
29.1,83,542,47.1,0
29.1,85,546,46.7,0
29.2,84,541,47.2,0
29.2,84,542,47.1,0
29.2,85,545,46.8,0
29.2,85,541,47.2,0
29.2,86,541,47.2,0
29.2,84,543,47.0,0
29.3,87,546,46.7,0
29.3,85,542,47.1,0
29.3,86,545,46.8,0
29.4,85,537,47.6,0
29.4,84,536,47.7,0
29.4,83,536,47.7,0
29.4,82,538,47.5,0
29.4,83,538,47.5,0
29.4,85,538,47.5,0
29.4,83,543,47.0,0
29.4,83,542,47.1,0
29.4,84,535,47.8,0
29.4,83,541,47.2,0
29.4,83,536,47.7,0
29.4,83,536,47.7,0
29.4,83,542,47.1,0
29.4,82,542,47.1,0
29.4,84,536,47.7,0
29.4,83,542,47.1,0
29.4,82,535,47.8,0
29.4,82,541,47.2,0
29.4,84,536,47.7,0
29.4,83,535,47.8,0
29.4,82,535,47.8,0
29.4,82,534,47.9,0
29.4,83,533,47.9,0
29.4,83,535,47.8,0
29.4,82,535,47.8,0
29.4,83,535,47.8,0
29.4,83,538,47.5,0
29.4,83,534,47.9,0
29.4,83,541,47.2,0
29.4,84,535,47.8,0
29.4,82,534,47.9,0
29.4,86,535,47.8,0
29.4,82,541,47.2,0
29.4,83,533,47.9,0
29.4,82,533,47.9,0
29.4,83,538,47.5,0
29.4,82,532,48.0,0
29.4,82,536,47.7,0
29.4,82,533,47.9,0
29.4,81,536,47.7,0
29.4,83,537,47.6,0
29.3,82,533,47.9,0
29.3,82,531,48.1,0
29.3,81,532,48.0,0
29.4,82,536,47.7,0
29.3,81,535,47.8,0
29.4,81,533,47.9,0
29.3,82,531,48.1,0
29.4,82,532,48.0,0
29.3,82,532,48.0,0
29.4,82,534,47.9,0
29.3,83,531,48.1,0
29.4,82,531,48.1,0
29.3,81,535,47.8,0
29.3,81,535,47.8,0
29.3,81,535,47.8,0
29.3,82,535,47.8,0
29.4,84,529,48.3,0
29.4,83,529,48.3,0
29.4,83,531,48.1,0
29.4,84,532,48.0,0
29.4,84,531,48.1,0
29.4,82,531,48.1,0
29.4,80,532,48.0,0
29.4,82,532,48.0,0
29.4,83,531,48.1,0
29.4,81,535,47.8,0
29.4,80,529,48.3,0
29.4,81,533,47.9,0
29.4,80,534,47.9,0
29.4,80,534,47.9,0
29.4,81,535,47.8,0
29.4,82,530,48.2,0
29.4,80,530,48.2,0
29.4,80,529,48.3,0
29.4,83,534,47.9,0
29.4,83,529,48.3,0
29.4,81,534,47.9,0
29.4,82,529,48.3,0
29.3,81,534,47.9,0
29.4,83,528,48.4,0
29.4,81,533,47.9,0
29.4,82,528,48.4,0
29.4,81,526,48.6,0
29.4,81,528,48.4,0
29.4,80,525,48.7,0
29.4,81,526,48.6,0
29.4,82,528,48.4,0
29.4,82,525,48.7,0
29.4,81,526,48.6,0
29.4,80,528,48.4,0
29.3,80,526,48.6,0
29.3,82,525,48.7,0
29.3,82,525,48.7,0
29.3,82,532,48.0,0
29.3,83,531,48.1,0
29.3,81,531,48.1,0
29.3,81,531,48.1,0
