Temperature,Humidity,Soil Moisture,Soil Moisture Percentage,status
30.4,75,542,47.1,0
30.4,75,542,47.1,0
30.5,75,542,47.1,0
30.5,75,546,46.7,0
30.6,74,542,47.1,0
30.6,75,546,46.7,0
30.6,74,546,46.7,0
30.6,74,542,47.1,0
30.6,74,545,46.8,0
30.6,74,545,46.8,0
30.6,74,545,46.8,0
30.6,74,545,46.8,0
30.6,74,541,47.2,0
30.6,74,541,47.2,0
30.6,74,545,46.8,0
30.6,74,541,47.2,0
30.7,74,541,47.2,0
30.7,74,541,47.2,0
30.8,74,545,46.8,0
30.8,74,545,46.8,0
30.8,74,545,46.8,0
30.8,74,541,47.2,0
30.8,74,541,47.2,0
30.8,73,540,47.3,0
30.8,73,536,47.7,0
30.8,73,536,47.7,0
30.7,74,536,47.7,0
30.7,74,536,47.7,0
30.6,74,542,47.1,0
30.6,74,542,47.1,0
30.6,74,536,47.7,0
30.6,74,542,47.1,0
30.6,74,542,47.1,0
30.6,74,541,47.2,0
30.6,74,535,47.8,0
30.6,74,535,47.8,0
30.6,74,541,47.2,0
30.6,74,542,47.1,0
30.6,74,541,47.2,0
30.6,74,535,47.8,0
30.6,75,541,47.2,0
30.5,74,541,47.2,0
30.5,75,535,47.8,0
30.6,75,535,47.8,0
30.6,75,535,47.8,0
30.6,75,535,47.8,0
30.6,75,535,47.8,0
30.6,75,541,47.2,0
30.7,75,541,47.2,0
30.7,75,535,47.8,0
30.8,74,535,47.8,0
30.7,74,535,47.8,0
30.7,74,541,47.2,0
30.6,74,541,47.2,0
30.6,74,541,47.2,0
30.6,75,534,47.9,0
30.6,74,534,47.9,0
30.6,75,540,47.3,0
30.6,74,541,47.2,0
30.6,75,541,47.2,0
30.6,75,541,47.2,0
30.6,75,534,47.9,0
30.6,74,540,47.3,0
30.7,74,541,47.2,0
30.7,74,534,47.9,0
30.7,74,534,47.9,0
30.7,74,533,47.9,0
30.6,74,533,47.9,0
30.6,74,533,47.9,0
30.6,75,531,48.1,0
30.6,75,537,47.6,0
30.6,75,533,47.9,0
30.6,74,537,47.6,0
30.6,74,536,47.7,0
30.6,74,533,47.9,0
30.6,75,536,47.7,0
30.6,75,533,47.9,0
30.5,74,533,47.9,0
30.5,74,533,47.9,0
30.5,74,536,47.7,0
30.6,74,532,48.0,0
30.6,74,536,47.7,0
30.6,74,536,47.7,0
30.6,74,532,48.0,0
30.6,74,532,48.0,0
30.6,74,532,48.0,0
30.6,74,532,48.0,0
30.7,74,532,48.0,0
30.7,74,536,47.7,0
30.8,74,536,47.7,0
30.8,74,532,48.0,0
30.9,73,532,48.0,0
30.9,73,532,48.0,0
30.8,73,532,48.0,0
30.9,73,532,48.0,0
30.9,73,536,47.7,0
31,74,535,47.8,0
31,74,535,47.8,0
30.9,73,535,47.8,0
30.9,73,535,47.8,0
30.9,73,532,48.0,0
30.8,73,532,48.0,0
30.8,73,532,48.0,0
30.8,73,536,47.7,0
30.9,73,531,48.1,0
30.9,74,536,47.7,0
31,75,536,47.7,0
31.1,74,532,48.0,0
31,74,536,47.7,0
31.1,74,536,47.7,0
31.1,74,532,48.0,0
31.1,74,532,48.0,0
31.1,73,532,48.0,0
31.1,73,532,48.0,0
31.2,74,536,47.7,0
31.3,74,532,48.0,0
31.3,74,532,48.0,0
31.3,74,536,47.7,0
31.3,73,532,48.0,0
31.4,73,536,47.7,0
31.4,72,533,47.9,0
31.3,72,536,47.7,0
31.3,72,533,47.9,0
31.4,72,537,47.6,0
31.4,72,533,47.9,0
31.3,72,535,47.8,0
31.3,72,536,47.7,0
31.1,72,533,47.9,0
31.1,73,533,47.9,0
31,73,537,47.6,0
31,73,536,47.7,0
31,74,533,47.9,0
31,74,533,47.9,0
30.9,73,533,47.9,0
30.9,73,533,47.9,0
30.9,73,537,47.6,0
31,74,533,47.9,0
31,74,533,47.9,0
31,74,538,47.5,0
31,74,533,47.9,0
31.1,74,533,47.9,0
31.1,74,534,47.9,0
31.1,74,538,47.5,0
31.1,73,534,47.9,0
31.1,73,538,47.5,0
31.1,73,534,47.9,0
31.1,74,534,47.9,0
31.1,74,541,47.2,0
31.1,74,534,47.9,0
31.1,74,541,47.2,0
31.2,74,541,47.2,0
31.2,73,541,47.2,0
31.3,73,534,47.9,0
31.3,73,535,47.8,0
31.3,73,535,47.8,0
31.2,73,541,47.2,0
31.2,73,541,47.2,0
31.3,73,541,47.2,0
31.2,73,535,47.8,0
31.2,73,541,47.2,0
31.2,73,541,47.2,0
31.3,73,541,47.2,0
31.2,74,401,60.8,0
31.2,73,475,53.6,0
31.2,73,505,50.7,0
31.3,73,517,49.5,0
31.3,73,517,49.5,0
31.3,73,520,49.2,0
31.3,73,523,48.9,0
31.3,73,526,48.6,0
31.3,73,528,48.4,0
31.3,73,528,48.4,0
31.3,73,529,48.3,0
31.3,73,530,48.2,0
31.2,73,533,47.9,0
31.2,73,529,48.3,0
31.1,74,534,47.9,0
31,74,529,48.3,0
31,74,529,48.3,0
30.9,73,534,47.9,0
30.9,73,529,48.3,0
30.9,73,529,48.3,0
31,74,529,48.3,0
31,74,534,47.9,0
31.1,74,533,47.9,0
31.1,74,533,47.9,0
31.1,74,528,48.4,0
31.2,74,528,48.4,0
31.3,74,528,48.4,0
31.3,74,526,48.6,0
31.3,73,531,48.1,0
31.3,73,525,48.7,0
31.3,73,526,48.6,0
31.3,73,525,48.7,0
31.3,73,529,48.3,0
31.3,73,523,48.9,0
31.3,73,523,48.9,0
31.3,73,528,48.4,0
31.3,73,523,48.9,0
31.3,73,522,49.0,0
31.3,73,522,49.0,0
31.3,73,521,49.1,0
31.3,73,521,49.1,0
31.3,73,521,49.1,0
31.2,73,525,48.7,0
31.3,73,521,49.1,0
31.3,73,519,49.3,0
31.3,73,518,49.4,0
31.4,73,519,49.3,0
31.6,73,519,49.3,0
31.6,72,519,49.3,0
31.7,72,519,49.3,0
31.7,72,518,49.4,0
31.7,72,523,48.9,0
31.7,72,518,49.4,0
31.6,72,518,49.4,0
31.6,72,522,49.0,0
31.6,72,518,49.4,0
31.3,72,522,49.0,0
31.3,72,522,49.0,0
31.3,73,517,49.5,0
31.2,73,521,49.1,0
31.1,73,517,49.5,0
31.1,73,521,49.1,0
31.1,74,521,49.1,0
31,74,516,49.6,0
31,73,514,49.8,0
30.9,73,514,49.8,0
30.9,73,514,49.8,0
30.9,73,519,49.3,0
31,73,519,49.3,0
31.1,73,513,49.9,0
31.1,73,514,49.8,0
31.2,73,512,50.0,0
31.3,73,517,49.5,0
31.3,72,511,50.1,0
31.3,72,517,49.5,0
31.3,72,516,49.6,0
31.3,72,509,50.3,0
31.4,72,509,50.3,0
31.4,73,516,49.6,0
31.4,73,510,50.2,0
31.4,73,510,50.2,0
31.4,73,512,50.0,0
31.4,73,512,50.0,0
31.4,73,512,50.0,0
31.4,73,512,50.0,0
31.4,73,512,50.0,0
31.3,73,517,49.5,0
31.3,73,509,50.3,0
31.3,74,509,50.3,0
31.3,74,509,50.3,0
31.3,74,509,50.3,0
31.3,74,509,50.3,0
31.3,73,514,49.8,0
31.3,73,509,50.3,0
31.3,74,509,50.3,0
31.2,74,507,50.5,0
31.2,74,507,50.5,0
31.1,74,507,50.5,0
31.1,74,507,50.5,0
31.1,74,507,50.5,0
31.1,74,507,50.5,0
31.1,74,512,50.0,0
31,74,506,50.6,0
31,74,505,50.7,0
31,74,509,50.3,0
31.1,74,505,50.7,0
31.2,74,505,50.7,0
31.3,74,505,50.7,0
31.3,74,509,50.3,0
31.4,73,509,50.3,0
31.5,73,505,50.7,0
31.6,72,508,50.4,0
31.6,72,508,50.4,0
31.7,72,504,50.8,0
31.8,72,508,50.4,0
31.8,72,504,50.8,0
31.9,73,508,50.4,0
31.9,73,504,50.8,0
31.9,72,508,50.4,0
32,72,508,50.4,0
32.1,72,508,50.4,0
32.3,72,508,50.4,0
32.3,72,508,50.4,0
32.5,71,504,50.8,0
32.6,71,504,50.8,0
32.6,70,504,50.8,0
32.7,71,502,51.0,0
32.7,71,507,50.5,0
32.7,71,507,50.5,0
32.7,70,507,50.5,0
32.7,71,502,51.0,0
32.6,70,502,51.0,0
32.6,70,507,50.5,0
32.6,69,507,50.5,0
32.6,69,502,51.0,0
32.5,69,507,50.5,0
32.5,69,502,51.0,0
32.3,70,507,50.5,0
32.4,70,508,50.4,0
32.3,70,506,50.6,0
32.4,70,506,50.6,0
32.4,71,500,51.2,0
32.4,71,506,50.6,0
32.4,71,500,51.2,0
32.5,70,500,51.2,0
32.5,70,500,51.2,0
32.6,71,500,51.2,0
32.6,71,506,50.6,0
32.7,72,506,50.6,0
32.8,71,506,50.6,0
32.9,72,499,51.3,0
32.9,71,505,50.7,0
33,72,500,51.2,0
33,71,506,50.6,0
33.1,71,506,50.6,0
33.1,71,500,51.2,0
33.1,70,500,51.2,0
33.2,71,506,50.6,0
33.1,71,506,50.6,0
33.2,71,500,51.2,0
33.2,70,501,51.1,0
33.2,69,500,51.2,0
33.1,69,500,51.2,0
33.2,68,500,51.2,0
33.1,69,500,51.2,0
33.3,69,500,51.2,0
33.3,69,500,51.2,0
33.2,68,505,50.7,0
33.2,68,505,50.7,0
33.1,69,500,51.2,0
33.1,69,500,51.2,0
33.1,69,499,51.3,0
33.1,68,505,50.7,0
33,69,504,50.8,0
32.8,68,504,50.8,0
32.8,69,497,51.5,0
32.7,70,497,51.5,0
32.7,69,492,52.0,0
32.7,70,497,51.5,0
32.7,69,497,51.5,0
32.6,69,493,51.9,0
32.6,70,497,51.5,0
32.6,69,497,51.5,0
32.6,69,497,51.5,0
32.6,69,497,51.5,0
32.6,69,493,51.9,0
32.7,69,493,51.9,0
32.8,69,493,51.9,0
32.8,69,493,51.9,0
32.9,70,493,51.9,0
33.1,70,497,51.5,0
33.1,70,497,51.5,0
33.2,69,497,51.5,0
33.2,69,492,52.0,0
33.2,69,496,51.6,0
33.1,69,496,51.6,0
33.1,69,496,51.6,0
33,69,490,52.1,0
32.9,68,489,52.2,0
32.9,68,489,52.2,0
32.9,68,489,52.2,0
32.9,68,489,52.2,0
32.9,68,495,51.7,0
32.9,68,495,51.7,0
32.8,68,495,51.7,0
32.8,69,495,51.7,0
32.8,68,489,52.2,0
32.8,69,488,52.3,0
32.8,69,488,52.3,0
32.7,69,494,51.8,0
32.7,69,488,52.3,0
32.6,69,488,52.3,0
32.6,70,488,52.3,0
32.6,70,487,52.4,0
32.6,70,493,51.9,0
32.6,71,493,51.9,0
32.6,71,493,51.9,0
32.6,72,493,51.9,0
32.5,72,487,52.4,0
32.5,72,486,52.5,0
32.5,71,490,52.1,0
32.5,71,486,52.5,0
32.4,71,490,52.1,0
32.4,71,486,52.5,0
32.4,71,490,52.1,0
32.4,71,490,52.1,0
32.5,71,486,52.5,0
32.4,70,486,52.5,0
32.4,70,486,52.5,0
32.4,70,486,52.5,0
32.3,70,490,52.1,0
32.3,70,490,52.1,0
32.3,71,486,52.5,0
32.3,71,486,52.5,0
32.3,72,485,52.6,0
32.3,72,485,52.6,0
32.3,72,484,52.7,0
32.3,71,484,52.7,0
32.3,70,484,52.7,0
32.3,70,484,52.7,0
32.6,71,448,56.3,0
32.5,71,474,53.7,0
32.4,74,478,53.3,0
32.3,77,481,53.0,0
32.1,77,482,52.9,0
32,78,488,52.3,0
31.8,79,488,52.3,0
31.7,79,484,52.7,0
31.6,81,485,52.6,0
31.5,81,485,52.6,0
31.3,82,486,52.5,0
31.2,83,486,52.5,0
31.1,84,486,52.5,0
31.1,78,485,52.6,0
31,80,485,52.6,0
30.9,80,489,52.2,0
30.8,79,484,52.7,0
30.8,79,484,52.7,0
30.8,79,484,52.7,0
30.7,82,489,52.2,0
30.7,83,488,52.3,0
30.7,82,484,52.7,0
30.6,79,484,52.7,0
30.5,80,484,52.7,0
30.3,80,488,52.3,0
30.3,81,483,52.8,0
30.3,80,483,52.8,0
30.3,82,483,52.8,0
30.4,85,483,52.8,0
30.4,82,483,52.8,0
30.5,84,483,52.8,0
30.6,83,488,52.3,0
30.6,81,483,52.8,0
30.6,82,487,52.4,0
30.7,81,487,52.4,0
30.7,81,487,52.4,0
30.8,81,481,53.0,0
30.8,83,481,53.0,0
30.9,82,486,52.5,0
31,83,486,52.5,0
31,83,486,52.5,0
31,83,486,52.5,0
31.1,84,481,53.0,0
31.1,83,480,53.1,0
31.1,81,485,52.6,0
31.1,81,485,52.6,0
31.1,81,480,53.1,0
31.1,81,480,53.1,0
31.1,83,480,53.1,0
31.2,82,484,52.7,0
31.3,83,478,53.3,0
31.3,80,478,53.3,0
31.3,80,484,52.7,0
31.3,79,478,53.3,0
31.3,79,478,53.3,0
31.3,81,478,53.3,0
31.3,82,484,52.7,0
31.3,83,478,53.3,0
31.3,82,483,52.8,0
31.3,81,483,52.8,0
31.2,82,478,53.3,0
31.2,83,478,53.3,0
31.2,82,477,53.4,0
31.2,81,477,53.4,0
31.2,84,477,53.4,0
31.3,84,477,53.4,0
31.3,84,483,52.8,0
31.3,82,483,52.8,0
31.2,80,477,53.4,0
31.1,81,483,52.8,0
31.1,82,482,52.9,0
31.1,82,477,53.4,0
31.1,83,476,53.5,0
31.1,82,476,53.5,0
31.1,83,482,52.9,0
31.1,82,476,53.5,0
31.1,81,481,53.0,0
31.1,80,481,53.0,0
31.1,84,476,53.5,0
31.1,84,476,53.5,0
31.1,82,481,53.0,0
31.1,84,476,53.5,0
31.1,83,481,53.0,0
31.2,81,475,53.6,0
31.2,82,481,53.0,0
31.2,81,481,53.0,0
31.3,82,475,53.6,0
31.3,81,481,53.0,0
31.3,80,480,53.1,0
31.3,79,480,53.1,0
31.3,80,475,53.6,0
31.3,82,475,53.6,0
31.4,84,475,53.6,0
31.4,83,475,53.6,0
31.4,83,475,53.6,0
31.4,80,480,53.1,0
31.3,79,474,53.7,0
31.3,78,475,53.6,0
31.3,80,480,53.1,0
31.3,81,480,53.1,0
31.3,79,475,53.6,0
31.3,80,474,53.7,0
31.3,80,480,53.1,0
31.3,83,480,53.1,0
31.4,80,475,53.6,0
31.3,78,478,53.3,0
31.3,79,474,53.7,0
31.3,79,478,53.3,0
31.4,80,474,53.7,0
31.4,78,474,53.7,0
31.4,77,474,53.7,0
31.4,78,474,53.7,0
31.4,80,474,53.7,0
31.4,80,474,53.7,0
31.4,81,474,53.7,0
31.4,80,478,53.3,0
31.4,81,478,53.3,0
31.5,79,473,53.8,0
31.5,82,478,53.3,0
31.5,82,478,53.3,0
31.6,83,473,53.8,0
31.6,82,474,53.7,0
31.6,81,472,53.9,0
31.6,81,473,53.8,0
31.6,78,477,53.4,0
31.6,79,471,54.0,0
31.6,78,477,53.4,0
31.6,78,477,53.4,0
31.6,78,477,53.4,0
31.6,77,477,53.4,0
31.6,77,471,54.0,0
31.6,76,476,53.5,0
31.6,76,471,54.0,0
31.6,77,471,54.0,0
31.6,78,471,54.0,0
31.6,80,471,54.0,0
31.6,80,471,54.0,0
31.6,81,471,54.0,0
31.5,80,476,53.5,0
31.4,80,476,53.5,0
31.4,78,476,53.5,0
31.3,77,476,53.5,0
31.3,80,470,54.1,0
31.3,82,471,54.0,0
31.3,83,476,53.5,0
31.3,81,470,54.1,0
31.3,80,470,54.1,0
31.3,78,471,54.0,0
31.2,77,470,54.1,0
31.2,78,476,53.5,0
31.2,79,470,54.1,0
31.2,78,476,53.5,0
31.2,78,476,53.5,0
31.2,78,476,53.5,0
31.2,78,476,53.5,0
31.2,82,476,53.5,0
31.3,82,470,54.1,0
31.3,82,470,54.1,0
31.3,79,476,53.5,0
31.3,81,476,53.5,0
31.3,78,470,54.1,0
31.3,78,475,53.6,0
31.3,79,475,53.6,0
31.3,80,475,53.6,0
31.3,79,475,53.6,0
31.3,78,475,53.6,0
31.3,78,475,53.6,0
31.3,79,475,53.6,0
31.3,78,470,54.1,0
31.3,79,475,53.6,0
31.3,81,469,54.2,0
31.4,82,475,53.6,0
31.4,83,475,53.6,0
31.4,80,475,53.6,0
31.5,80,475,53.6,0
31.5,83,469,54.2,0
31.6,83,475,53.6,0
31.6,84,475,53.6,0
31.6,82,469,54.2,0
31.5,83,469,54.2,0
31.6,80,475,53.6,0
31.5,81,469,54.2,0
31.4,82,475,53.6,0
31.4,82,475,53.6,0
31.3,81,469,54.2,0
31.3,81,475,53.6,0
31.3,81,469,54.2,0
31.3,79,475,53.6,0
31.3,82,475,53.6,0
31.3,83,474,53.7,0
31.3,80,469,54.2,0
31.4,81,474,53.7,0
31.3,82,475,53.6,0
31.3,82,474,53.7,0
31.3,82,474,53.7,0
31.4,82,469,54.2,0
31.3,83,469,54.2,0
31.3,82,474,53.7,0
31.3,79,474,53.7,0
31.4,80,474,53.7,0
31.4,79,474,53.7,0
31.5,81,468,54.3,0
31.5,79,468,54.3,0
31.5,80,474,53.7,0
31.5,78,474,53.7,0
31.5,79,474,53.7,0
31.5,80,468,54.3,0
31.4,80,468,54.3,0
31.4,80,468,54.3,0
31.4,81,468,54.3,0
31.3,81,474,53.7,0
31.3,82,468,54.3,0
31.3,82,468,54.3,0
31.2,82,468,54.3,0
31.1,82,474,53.7,0
31,83,473,53.8,0
31,83,474,53.7,0
30.9,79,473,53.8,0
30.9,82,468,54.3,0
30.9,79,472,53.9,0
30.8,81,468,54.3,0
30.8,79,468,54.3,0
30.7,79,472,53.9,0
30.7,79,468,54.3,0
30.6,80,468,54.3,0
30.6,83,468,54.3,0
30.6,80,468,54.3,0
30.6,80,468,54.3,0
30.6,80,471,54.0,0
30.6,80,472,53.9,0
30.6,79,468,54.3,0
30.6,81,468,54.3,0
30.6,83,472,53.9,0
30.6,82,468,54.3,0
30.6,82,468,54.3,0
30.6,83,468,54.3,0
30.6,81,468,54.3,0
30.6,81,468,54.3,0
30.6,82,471,54.0,0
30.6,83,466,54.5,0
31.8,75,344,66.4,0
31.8,77,375,63.4,0
31.8,73,393,61.6,0
31.8,72,414,59.6,0
31.7,71,430,58.0,0
31.7,71,438,57.2,0
31.8,71,445,56.5,0
31.8,73,449,56.2,0
31.8,73,451,56.0,0
31.8,73,456,55.5,0
31.9,73,459,55.2,0
31.9,72,461,55.0,0
31.9,72,463,54.8,0
31.9,75,465,54.6,0
32,73,466,54.5,0
32,73,475,53.6,0
32,73,470,54.1,0
32.1,73,474,53.7,0
32.1,73,476,53.5,0
32.1,75,482,52.9,0
32.1,74,480,53.1,0
32,74,481,53.0,0
32,73,487,52.4,0
32,74,488,52.3,0
32,73,486,52.5,0
32,72,490,52.1,0
31.9,72,487,52.4,0
31.8,72,488,52.3,0
31.8,77,489,52.2,0
31.8,74,495,51.7,0
31.8,75,495,51.7,0
31.9,75,495,51.7,0
31.9,74,495,51.7,0
31.9,73,496,51.6,0
32,73,490,52.1,0
32,72,490,52.1,0
31.9,72,490,52.1,0
31.9,72,496,51.6,0
32,71,489,52.2,0
32,72,489,52.2,0
32,71,489,52.2,0
31.9,71,490,52.1,0
31.9,74,495,51.7,0
31.9,72,496,51.6,0
31.9,71,490,52.1,0
31.9,74,495,51.7,0
31.9,72,489,52.2,0
31.9,72,489,52.2,0
32,72,488,52.3,0
32,71,488,52.3,0
32,71,488,52.3,0
32,70,494,51.8,0
32,71,495,51.7,0
31.9,73,495,51.7,0
32,71,495,51.7,0
32,70,494,51.8,0
32.1,70,489,52.2,0
32.1,71,488,52.3,0
32.2,73,488,52.3,0
32.2,70,494,51.8,0
32.3,70,495,51.7,0
32.4,74,495,51.7,0
32.5,71,494,51.8,0
32.5,71,495,51.7,0
32.6,71,488,52.3,0
32.6,70,488,52.3,0
32.6,69,488,52.3,0
32.5,70,489,52.2,0
32.5,69,494,51.8,0
32.4,71,488,52.3,0
32.4,70,488,52.3,0
32.4,70,488,52.3,0
32.3,70,488,52.3,0
32.3,70,488,52.3,0
32.3,70,488,52.3,0
32.3,70,488,52.3,0
32.3,71,493,51.9,0
32.3,71,493,51.9,0
32.3,70,486,52.5,0
32.4,72,493,51.9,0
32.4,71,490,52.1,0
32.5,71,490,52.1,0
32.5,70,490,52.1,0
32.6,70,486,52.5,0
32.6,69,486,52.5,0
32.6,69,484,52.7,0
32.6,69,485,52.6,0
32.6,68,485,52.6,0
32.6,69,489,52.2,0
32.6,72,490,52.1,0
32.6,70,490,52.1,0
32.5,69,486,52.5,0
32.4,70,490,52.1,0
32.3,70,490,52.1,0
32.3,69,486,52.5,0
32.3,69,490,52.1,0
32.3,73,490,52.1,0
32.3,71,486,52.5,0
32.3,70,489,52.2,0
32.3,70,486,52.5,0
32.3,71,489,52.2,0
32.4,72,489,52.2,0
32.5,71,489,52.2,0
32.4,69,484,52.7,0
32.5,69,488,52.3,0
32.4,70,488,52.3,0
32.4,69,483,52.8,0
32.5,70,488,52.3,0
32.5,69,487,52.4,0
32.6,68,487,52.4,0
32.6,68,487,52.4,0
32.6,68,482,52.9,0
32.7,67,482,52.9,0
32.6,67,481,53.0,0
32.7,68,487,52.4,0
32.7,68,487,52.4,0
32.6,70,487,52.4,0
32.6,67,481,53.0,0
32.5,67,481,53.0,0
32.4,67,486,52.5,0
32.5,69,486,52.5,0
32.5,67,480,53.1,0
32.6,67,485,52.6,0
32.6,68,485,52.6,0
32.6,68,480,53.1,0
32.7,68,478,53.3,0
32.7,68,484,52.7,0
32.8,69,484,52.7,0
32.8,71,484,52.7,0
32.9,67,478,53.3,0
32.9,67,478,53.3,0
33,68,483,52.8,0
33.1,68,478,53.3,0
33.1,67,477,53.4,0
33,67,477,53.4,0
33,67,477,53.4,0
32.9,66,477,53.4,0
33,68,477,53.4,0
33.1,68,476,53.5,0
33.1,68,476,53.5,0
33.1,68,481,53.0,0
33.1,67,481,53.0,0
33.1,67,476,53.5,0
33.1,67,481,53.0,0
33.1,68,475,53.6,0
33.1,67,480,53.1,0
33.1,70,480,53.1,0
33.1,69,480,53.1,0
33.2,70,475,53.6,0
33.2,68,475,53.6,0
33.1,68,480,53.1,0
33.1,68,474,53.7,0
33.1,67,474,53.7,0
33.1,67,474,53.7,0
33.1,67,474,53.7,0
33.1,68,478,53.3,0
33,68,480,53.1,0
32.9,67,474,53.7,0
32.8,67,474,53.7,0
32.8,66,473,53.8,0
32.7,68,473,53.8,0
32.6,68,472,53.9,0
32.6,68,477,53.4,0
32.5,67,471,54.0,0
32.3,68,477,53.4,0
32.3,68,477,53.4,0
32.3,68,471,54.0,0
32.2,68,477,53.4,0
32.1,69,477,53.4,0
32.1,68,471,54.0,0
32.1,69,471,54.0,0
32.1,69,471,54.0,0
32.1,69,476,53.5,0
32.1,69,476,53.5,0
32.1,69,477,53.4,0
32.1,69,470,54.1,0
32,69,476,53.5,0
32,69,476,53.5,0
31.9,68,470,54.1,0
31.9,68,470,54.1,0
31.8,69,470,54.1,0
31.8,69,470,54.1,0
31.8,70,476,53.5,0
31.8,69,470,54.1,0
31.8,69,470,54.1,0
31.8,69,476,53.5,0
31.8,69,476,53.5,0
31.8,73,476,53.5,0
31.8,72,476,53.5,0
31.8,71,476,53.5,0
31.8,72,476,53.5,0
31.8,71,470,54.1,0
31.8,71,475,53.6,0
31.8,71,475,53.6,0
31.8,71,469,54.2,0
31.8,71,475,53.6,0
31.8,71,475,53.6,0
31.8,71,469,54.2,0
31.8,71,475,53.6,0
31.7,72,469,54.2,0
31.8,75,470,54.1,0
31.7,72,469,54.2,0
31.7,72,470,54.1,0
31.7,72,469,54.2,0
31.7,71,470,54.1,0
31.7,74,469,54.2,0
31.6,73,469,54.2,0
31.6,74,475,53.6,0
31.6,73,475,53.6,0
31.6,73,469,54.2,0
31.6,74,475,53.6,0
31.6,72,469,54.2,0
31.6,74,469,54.2,0
31.6,72,469,54.2,0
31.6,73,469,54.2,0
31.6,72,474,53.7,0
31.6,72,469,54.2,0
31.6,73,469,54.2,0
31.6,72,474,53.7,0
31.6,72,474,53.7,0
31.6,73,469,54.2,0
31.6,73,474,53.7,0
31.5,72,469,54.2,0
31.5,72,469,54.2,0
31.4,73,469,54.2,0
31.4,72,469,54.2,0
31.4,72,469,54.2,0
31.4,73,469,54.2,0
31.4,73,469,54.2,0
31.3,73,469,54.2,0
31.3,73,469,54.2,0
31.3,74,469,54.2,0
31.3,74,468,54.3,0
31.3,76,468,54.3,0
31.4,76,474,53.7,0
31.4,75,474,53.7,0
31.4,74,468,54.3,0
31.4,74,474,53.7,0
31.5,74,468,54.3,0
30.6,77,350,65.8,0
30.6,76,375,63.4,0
30.6,77,389,62.0,0
30.6,77,405,60.4,0
30.6,77,426,58.4,0
30.6,77,437,57.3,0
30.6,78,446,56.4,0
30.7,76,450,56.1,0
30.7,77,454,55.7,0
30.8,76,459,55.2,0
30.7,78,466,54.5,0
30.7,77,464,54.7,0
30.7,78,471,54.0,0
30.8,77,475,53.6,0
30.8,76,474,53.7,0
30.8,78,481,53.0,0
30.7,76,481,53.0,0
30.7,76,484,52.7,0
30.7,76,487,52.4,0
30.7,77,488,52.3,0
30.7,76,490,52.1,0
30.7,76,493,51.9,0
30.7,81,494,51.8,0
30.7,77,496,51.6,0
30.6,76,499,51.3,0
30.6,77,501,51.1,0
30.6,77,502,51.0,0
30.6,77,507,50.5,0
30.6,77,507,50.5,0
30.6,77,507,50.5,0
30.6,77,500,51.2,0
30.6,77,507,50.5,0
30.6,77,502,51.0,0
30.6,77,507,50.5,0
30.6,78,507,50.5,0
30.6,77,507,50.5,0
30.6,77,507,50.5,0
30.6,77,507,50.5,0
30.6,78,502,51.0,0
30.6,79,502,51.0,0
30.7,77,504,50.8,0
30.7,77,502,51.0,0
30.7,77,501,51.1,0
30.7,80,500,51.2,0
30.7,77,505,50.7,0
30.8,77,500,51.2,0
30.7,77,505,50.7,0
30.7,77,506,50.6,0
30.7,77,502,51.0,0
30.7,77,506,50.6,0
30.7,77,502,51.0,0
30.7,79,506,50.6,0
30.7,78,500,51.2,0
30.7,77,502,51.0,0
30.7,77,500,51.2,0
30.7,78,500,51.2,0
30.7,78,499,51.3,0
30.7,79,505,50.7,0
30.7,78,506,50.6,0
30.8,78,506,50.6,0
30.8,78,500,51.2,0
30.7,79,500,51.2,0
30.8,80,505,50.7,0
30.8,78,500,51.2,0
30.8,77,500,51.2,0
30.8,77,505,50.7,0
30.7,77,505,50.7,0
30.7,76,500,51.2,0
30.7,78,506,50.6,0
30.7,77,500,51.2,0
30.7,76,499,51.3,0
30.7,76,505,50.7,0
30.7,76,505,50.7,0
30.7,78,505,50.7,0
30.7,77,505,50.7,0
30.8,77,499,51.3,0
30.8,76,497,51.5,0
30.8,76,500,51.2,0
30.8,77,487,52.4,0
30.8,77,488,52.3,0
30.8,78,484,52.7,0
30.8,76,480,53.1,0
30.8,77,477,53.4,0
30.8,76,481,53.0,0
30.9,77,480,53.1,0
30.8,76,477,53.4,0
30.8,76,471,54.0,0
30.8,76,469,54.2,0
30.8,76,469,54.2,0
30.8,76,468,54.3,0
30.8,76,469,54.2,0
30.8,76,469,54.2,0
30.8,76,475,53.6,0
30.7,76,475,53.6,0
30.6,76,476,53.5,0
30.7,76,470,54.1,0
30.7,77,476,53.5,0
30.6,77,476,53.5,0
30.6,76,469,54.2,0
30.6,77,470,54.1,0
30.6,77,471,54.0,0
30.6,77,477,53.4,0
30.6,76,477,53.4,0
30.6,77,478,53.3,0
30.6,77,472,53.9,0
30.7,76,474,53.7,0
30.7,77,476,53.5,0
30.7,77,469,54.2,0
30.8,76,471,54.0,0
30.8,76,465,54.6,0
30.8,77,464,54.7,0
30.8,77,462,54.9,0
30.8,76,466,54.5,0
30.8,76,461,55.0,0
30.8,76,462,54.9,0
30.8,76,462,54.9,0
30.9,76,462,54.9,0
30.9,76,462,54.9,0
30.9,76,468,54.3,0
30.9,76,462,54.9,0
30.9,76,462,54.9,0
30.9,78,461,55.0,0
31,77,460,55.1,0
30.9,76,461,55.0,0
31,77,462,54.9,0
